AcademyId,name,score
11423,강남구룡스마트플레이스학원,0.0
11424,강남그린섬본원학원,0.0
11425,강남대성학원,0.0
11426,강남대연보습학원,0.0
11427,강남대치권샘국어교습소,0.0
11428,강남라이즈어학원,0.0
11429,강남리더스중고등학원,0.0
11430,강남리더스학원,0.0
11431,강남멘토학원,0.0
11432,강남미술교습소,0.0
11433,강남백합음악학원,0.0
11434,강남비상에듀학원,0.0
11435,강남세고비아기타교습소,0.0
11436,강남스카이(sky)영어교습소,0.0
11437,강남쎈수학교습소,0.0
11438,강남쎈영어교습소,0.0
11439,강남씨앤씨미술학원,0.0
11440,강남아베크뮤직아카데미학원,0.0
11441,강남아첼바이올린음악교습소,0.0
11442,강남언북한우리독서토론논술교습소,0.0
11443,강남에스엘피어학학원,0.0
11444,강남엔(N)플러스학원,0.0
11445,강남예일영어교습소,0.0
11446,강남이제이유플랜시사일본어학원,0.0
11447,강남일원스즈키바이올린음악교습소,0.0
11448,강남잉글리쉬아카데미어학원,0.0
11449,강남잉글리쉬아카데미학원,0.0
11450,강남정보학원,0.0
11451,강남창조의아침미술학원,0.0
11452,강남천년의미소2관미술학원,0.0
11453,강남천년의미소미술학원,0.0
11454,강남천년의미소예비관미술학원,0.0
11455,강남최강학원,0.0
11456,강남케이에스보습학원,0.0
11457,강남탑브레인학원,0.0
11458,강남하이클래스보습학원,0.0
11459,강남하이탑학원,0.0
11460,강샘수학교습소,0.0
11461,강성호올림피아드과학교습소,0.0
11462,강순진전문수학교습소,0.0
11463,강안교육학원,0.0
11464,강윤희논술교습소,0.0
11465,강의하는아이들대치학원,0.0
11466,강의하는아이들압구정학원,0.0
11467,강재춘영어교실영어교습소,0.0
11468,강한영어교습소,0.0
11469,개념과유형보습학원,0.0
11470,개념원리원격학원,0.0
11471,개념을잘잡아주는수학교습소,0.0
11472,개념의미학김민준수학교습소,0.0
11473,개념탄탄수학논술교습소,0.0
11474,개념폴리아2관학원,0.0
11475,개념폴리아중등관학원,0.0
11476,개념폴리아학원,0.0
11477,개인별맞춤수학교습소,0.0
11478,개포닥터정이클래스학원,0.0
11479,개포마중물교실국어논술교습소,0.0
11480,개포스마트해법영어교습소,0.0
11481,개포양전하연과학교습소,0.0
11482,개포킹스키즈어학원,0.0
11483,개포푸른숲바이올린교습소,0.0
11484,개포하이탑수학교습소,0.0
11485,거인의숲수학교습소,0.0
11486,게으른수학교습소,0.0
11487,게이트프렙스어학원,0.0
11488,겨자씨의꿈학원,0.0
11489,결국이루는학원,0.0
11490,경선식에듀대치학원,0.0
11491,고구려와허박사학원,0.0
11492,고도미술학원,0.0
11493,고등관학원,0.0
11494,고등수학신영동학원,0.0
11495,고등학원,0.0
11496,고래수학교습소,0.0
11497,고래의도약학원,0.0
11498,고수사회탐구교습소,0.0
11499,고앤정학원,0.0
11500,곰수학학원,0.0
11501,공간미술교습소,0.0
11502,공감입시학원,0.0
11503,공부선배원격학원,0.0
11504,공부하는날학원,0.0
11505,공터영어대치센터학원,0.0
11506,공터영어자곡센터학원,0.0
11507,과탑과학교습소,0.0
11508,과학의맥학원,0.0
11509,곽샘음악학원,0.0
11510,곽쌤수학교습소,0.0
11511,광림샤이닝키즈학원,0.0
11512,교인영어교습소,0.0
11513,구름아이들미술교습소,0.0
11514,국어샘학원,0.0
11515,국어의길학원,0.0
11516,국어의봄날국어교습소,0.0
11517,국어의시작조미현학원,0.0
11518,국어자신감학원,0.0
11519,권도형수학전문학원,0.0
11520,권미나국어학원,0.0
11521,권수학교습소,0.0
11522,권클래식(KWONCLASSIC)음악교습소,0.0
11523,귀큰여우창작소미술학원,0.0
11524,규연수학전문학원,0.0
11525,그나드에이스미술학원,0.0
11526,그나드에이스본관미술학원,0.0
11527,그랑아랑아트대치한티학원,0.0
11528,그래머랩스영어학원,0.0
11529,그랜드플루트교습소,0.0
11530,그레이드원수학학원,0.0
11531,그레이드원학원,0.0
11532,그레이스잉글리시(Grace English)영어교습소,0.0
11533,그레이스피아노교습소,0.0
11534,그루샘수학보습학원,0.0
11535,그루터기수학학원,0.0
11536,그리핀수학보습학원,0.0
11537,그린섬3관미술학원,0.0
11538,그린섬인텔리전스미술학원,0.0
11539,그린섬프리어미술학원,0.0
11540,그림나무창의미술학원,0.0
11541,그림세계미술교습소,0.0
11542,그림숲키즈어학원,0.0
11543,그림아트스튜디오청담학원,0.0
11544,그림이싱싱해미술교습소,0.0
11545,그릿(Grit)영어학원,0.0
11546,그미술아뜰리에미술학원,0.0
11547,근성수학교습소,0.0
11548,글과문장논술교습소,0.0
11549,글도학원,0.0
11550,글로벌퍼스트2관학원,0.0
11551,글로벌퍼스트학원,0.0
11552,글로아이미술학원,0.0
11553,글의힘논술교습소,0.0
11554,금비수학학원,0.0
11555,긍정영어교습소,0.0
11556,기똥찬수학교습소,0.0
11557,기백한국사교습소,0.0
11558,기승전회화미술교습소,0.0
11559,기준과학대치해법수학학원,0.0
11560,기타와드럼음악학원,0.0
11561,기파랑문해원대치원2관학원,0.0
11562,기파랑문해원대치원3관학원,0.0
11563,기파랑문해원대치원중등관학원,0.0
11564,기파랑문해원대치점학원,0.0
11565,기파랑문해원압구정학원,0.0
11566,기한성국어교습소,0.0
11567,김남혜교습소,0.0
11568,김도현뉴미디어영어학원,0.0
11569,김동하영어학원,0.0
11570,김민정막강수학학원,0.0
11571,김범준수학교습소,0.0
11572,김병훈수학교습소,0.0
11573,김상호이엠케이학원,0.0
11574,김성수수학교습소,0.0
11575,김소강학원,0.0
11576,김소연샘네모과학교습소,0.0
11577,김순희교습소,0.0
11578,김신홍학원,0.0
11579,김예찌수학학원,0.0
11580,김용철화실미술학원,0.0
11581,김용환수학교습소,0.0
11582,김윤진피아노교습소,0.0
11583,김은옥국어논술교습소,0.0
11584,김은지한자한문교습소,0.0
11585,김은희예스셈수학교습소,0.0
11586,김이채학원,0.0
11587,김이홍영어전문학원,0.0
11588,김인애교습소,0.0
11589,김인희국어교습소,0.0
11590,김정사회탐구교습소,0.0
11591,김정준국어학원,0.0
11592,김정해프랑스어교습소,0.0
11593,김정훈수리논술교습소,0.0
11594,김종현영어교습소,0.0
11595,김준희수학클리닉수학교습소,0.0
11596,김지현플러스수학학원,0.0
11597,김진경국어교습소,0.0
11598,김태진과학교습소,0.0
11599,김태호과학학원,0.0
11600,김필립수학전문원격학원,0.0
11601,김하연국어의고수학원,0.0
11602,김하연피아노,0.0
11603,김현정수학플러스학원,0.0
11604,김현정수학학원,0.0
11605,김형은수학교습소,0.0
11606,김혜경영어교습소,0.0
11607,김희진120%국어교습소,0.0
11608,깊은생각256학원,0.0
11609,깊은생각로두스학원,0.0
11610,깊은생각상담센터학원,0.0
11611,깊은생각알디에스학원,0.0
11612,깊은생각엠로고스학원,0.0
11613,깊은생각중등수학캠퍼스보습학원,0.0
11614,깊은생각초등수학보습학원,0.0
11615,깊은생각필연의길1관보습학원,0.0
11616,깨단수학교습소,0.0
11617,깨봉캠퍼스압구정학원,0.0
11618,꼬레아트미술학원,0.0
11619,꼬망세피아노교습소,0.0
11620,꼼지락수학학원,0.0
11621,꾸메땅스카이학습코칭학원,0.0
11622,꿈꾸는도토리미술교습소,0.0
11623,꿈꾸는집현전논술교습소,0.0
11624,꿈꾸는화실미술교습소,0.0
11625,꿈음악교습소,0.0
11626,꿈의소리음악학원,0.0
11627,꿈의수학교습소,0.0
11628,꿈이룸미술학원,0.0
11629,꿈짜수학2관학원,0.0
11630,꿈짜수학학원,0.0
11631,꿈짱에듀학원,0.0
11632,나단국어교습소,0.0
11633,나랏말씀교습소,0.0
11634,나를바꾸는영어영어교습소,0.0
11635,나름교육학원,0.0
11636,나무피아노교습소,0.0
11637,나미여앤피카소미술교습소,0.0
11638,나비스쿰유학미술학원,0.0
11639,나사과학교습소,0.0
11640,나사오엠융합창의학원,0.0
11641,나엘음악학원,0.0
11642,나의비상수학교습소,0.0
11643,날개달기국어교습소,0.0
11644,날으다수학교습소,0.0
11645,남교수영어교습소,0.0
11646,남다른수학학원,0.0
11647,남선생과학학원,0.0
11648,남주희유학실용음악학원,0.0
11649,남혁학원,0.0
11650,내가키우는나무논술교습소,0.0
11651,내공수학교습소,0.0
11652,네모수학교습소,0.0
11653,네오캣(NEO CAT)디자인관미술학원,0.0
11654,네오캣(NEO CAT)미술학원,0.0
11655,네오캣(NEO CAT)예비관미술학원,0.0
11656,네오캣(NEO CAT)조형관미술학원,0.0
11657,네오캣(NEO CAT)창의2관미술학원,0.0
11658,네오캣(NEO CAT)창의3관미술학원,0.0
11659,네오캣(NEO CAT)창의관미술학원,0.0
11660,네이쳐사이언스실험탐구학원,0.0
11661,넥스트제너레이션(Next Generation)과학교습소,0.0
11662,노리안강남수서학원,0.0
11663,노바(NOVA)수학학원,0.0
11664,노바수학대치학원,0.0
11665,노블이안학원,0.0
11666,노아알오아이학원,0.0
11667,논리와철학논술교습소,0.0
11668,논리정연수학교습소,0.0
11669,논술공감학원,0.0
11670,논술보다학원,0.0
11671,논술화랑학원,0.0
11672,논현탑클래스학원,0.0
11673,논현해법영어학원,0.0
11674,누메나어학원,0.0
11675,눈높이러닝센터개포일원학원,0.0
11676,뉴(NEW)이선생수학전문학원,0.0
11677,뉴라미학원,0.0
11678,뉴아트유학미술교습소,0.0
11679,뉴에라아카데미(NEW ERA ACADEMY)학원,0.0
11680,뉴오투미술학원,0.0
11681,뉴욕아트앤스튜디오미술교습소,0.0
11682,뉴욕파이어학원,0.0
11683,뉴이데아학원,0.0
11684,뉴청샘학원,0.0
11685,뉴틴트미술학원,0.0
11686,뉴파인반포고등관학원,0.0
11687,뉴파인압구정학원,0.0
11688,늘/피아노교습소,0.0
11689,늘푸른큰키나무학원,0.0
11690,늘픔논술국어교습소,0.0
11691,다같이미술학원,0.0
11692,다니엘랩어학원,0.0
11693,다니엘랩학원,0.0
11694,다른수학학원,0.0
11695,다른영어교습소,0.0
11696,다른학원,0.0
11697,다봄국어교습소,0.0
11698,다빈치교육학원,0.0
11699,다빈치미술교습소,0.0
11700,다빈치스파르타학원,0.0
11701,다솔학원,0.0
11702,다원교육고등관학원,0.0
11703,다원교육고등학원,0.0
11704,다원교육독학교육원학원,0.0
11705,다원교육자사관학원,0.0
11706,다원교육특목관학원,0.0
11707,다원국어학원,0.0
11708,다원매쓰아이(Math i)2관학원,0.0
11709,다원매쓰아이(Math i)학원,0.0
11710,다원매쓰아이수학학원,0.0
11711,다원스타학원,0.0
11712,다원영어학원,0.0
11713,다원영재수학학원,0.0
11714,다원영재학원,0.0
11715,다원중등2관학원,0.0
11716,다원중등학원,0.0
11717,다원초중등1관학원,0.0
11718,다원초중등2관학원,0.0
11719,다원초중등과학학원,0.0
11720,다원초중등수학학원,0.0
11721,다이안영어학원,0.0
11722,다인리더수학원,0.0
11723,다즐수학학원,0.0
11724,다함에듀원격학원,0.0
11725,다함영재보습학원,0.0
11726,닥터매쓰바른학원,0.0
11727,닥터정이클래스삼성센터영어교습소,0.0
11728,닥터킴즈영어교습소,0.0
11729,닥터필로스대치학원,0.0
11730,달꿈음악학원,0.0
11731,달리그린미술교습소,0.0
11732,달리의배꼽미술교습소,0.0
11733,당근영어원격학원,0.0
11734,당찬학원,0.0
11735,대공수학교습소,0.0
11736,대길수학교습소,0.0
11737,대림우등생학원,0.0
11738,대새수학전문학원,0.0
11739,대성다수인학원,0.0
11740,대성제넥스학원,0.0
11741,대성한문교습소,0.0
11742,대영이피아이(EPI)학원,0.0
11743,대오학원,0.0
11744,대왕수학교습소,0.0
11745,대은제이에스에이과학전문보습학원,0.0
11746,대제학학원,0.0
11747,대찬2관학원,0.0
11748,대찬A학원,0.0
11749,대찬S학원,0.0
11750,대찬V학원,0.0
11751,대찬W학원,0.0
11752,대찬바론학원,0.0
11753,대찬시대학원,0.0
11754,대찬영재의대센터학원,0.0
11755,대찬학원,0.0
11756,대치1:1영수학원,0.0
11757,대치1관정상어학원,0.0
11758,대치720본원학원,0.0
11759,대치720입시학원,0.0
11760,대치IDA학원,0.0
11761,대치감성교육학원,0.0
11762,대치강안교육스카이(SKY)학원,0.0
11763,대치강안교육프리미엄(Premium)학원,0.0
11764,대치강안교육학원,0.0
11765,대치국어교습소,0.0
11766,대치글로벌진로지도교습소,0.0
11767,대치글로벌학원,0.0
11768,대치김앤홍(김&홍)수학전문학원,0.0
11769,대치나인에듀학원,0.0
11770,대치닥터정이클래스학원,0.0
11771,대치대청1학원,0.0
11772,대치더쎈학원,0.0
11773,대치독한수능리더학원,0.0
11774,대치돌파수학학원,0.0
11775,대치동리즈집현전원격학원,0.0
11776,대치동수학임팩트학원,0.0
11777,대치동영어교습소,0.0
11778,대치동이룸영어학원,0.0
11779,대치동캐슬학습센터학원,0.0
11780,대치두다국어학원,0.0
11781,대치드림2020학원,0.0
11782,대치레전드학원,0.0
11783,대치리얼수학학원,0.0
11784,대치마스터학원,0.0
11785,대치매그넷어학원,0.0
11786,대치메카2관학원,0.0
11787,대치메카학원,0.0
11788,대치멘토학원,0.0
11789,대치명문수학교습소,0.0
11790,대치명인스카이수학학원,0.0
11791,대치몬스터라이브원격학원,0.0
11792,대치미래인학원,0.0
11793,대치미탐초등영재학원,0.0
11794,대치백송국어논술학원,0.0
11795,대치베리타스(VERITAS)영어교습소,0.0
11796,대치베스트다빈치학원,0.0
11797,대치베스트영어학원,0.0
11798,대치비상에듀학원,0.0
11799,대치상아보습학원,0.0
11800,대치상어수학학원,0.0
11801,대치선탑학원,0.0
11802,대치세진사탐전문학원,0.0
11803,대치셈수학교습소,0.0
11804,대치소마2관학원,0.0
11805,대치소마학원,0.0
11806,대치솔학원,0.0
11807,대치수과모학원,0.0
11808,대치수에듀학원,0.0
11809,대치수재보습학원,0.0
11810,대치수학공격수학교습소,0.0
11811,대치수학의바다학원,0.0
11812,대치스마트정일학원,0.0
11813,대치스마트해법수학교습소,0.0
11814,대치스카이(SKY)3.0 1관학원,0.0
11815,대치스카이(SKY)3.0학원,0.0
11816,대치스카이에듀학원,0.0
11817,대치스타학원,0.0
11818,대치스터디앤아트미술학원,0.0
11819,대치스템(STEM)학원,0.0
11820,대치써밋학원,0.0
11821,대치씨앤씨미술학원,0.0
11822,대치애플사회탐구교습소,0.0
11823,대치에스디엘(SDL)학원,0.0
11824,대치에스티(ST)예인학원,0.0
11825,대치에이닷영어학원,0.0
11826,대치에이프릴어학원,0.0
11827,대치엠에스지(MSG)영재교육학원,0.0
11828,대치열린학원,0.0
11829,대치영재학원,0.0
11830,대치예감학원,0.0
11831,대치예뜨락미술학원,0.0
11832,대치오응석학원,0.0
11833,대치올가국어학원,0.0
11834,대치올림피아드영재센터2관학원,0.0
11835,대치올림피아드영재센터고등관학원,0.0
11836,대치올림피아드영재센터학원,0.0
11837,대치와송학원,0.0
11838,대치우리학원,0.0
11839,대치원(元)수학학원,0.0
11840,대치위너스카이수학학원,0.0
11841,대치위더스엠(M)관학원,0.0
11842,대치위더스프리미엄학원,0.0
11843,대치의수학교습소,0.0
11844,대치이데아학원,0.0
11845,대치이르키움학원,0.0
11846,대치이상기체학원,0.0
11847,대치이안어학원,0.0
11848,대치이지영어교습소,0.0
11849,대치이지영어학원,0.0
11850,대치인스카이에듀학원,0.0
11851,대치잇올스파르타독학재수학원,0.0
11852,대치잉글리쉬파크어학원,0.0
11853,대치제이프라임학원,0.0
11854,대치중심학원,0.0
11855,대치지니국어논술학원,0.0
11856,대치지아이(Daechi GI)영어교습소,0.0
11857,대치지엠학원,0.0
11858,대치진수학학원,0.0
11859,대치채움수학교습소,0.0
11860,대치청솔학원,0.0
11861,대치청연학원,0.0
11862,대치카리스영어학원,0.0
11863,대치쿰100(2관)학원,0.0
11864,대치탑엠케이(MK)학원,0.0
11865,대치특목사관학원,0.0
11866,대치티앤씨수학학원,0.0
11867,대치파인만고등2관학원,0.0
11868,대치파인만고등관학원,0.0
11869,대치파인만입시관학원,0.0
11870,대치파인만학원,0.0
11871,대치페르마정석학원,0.0
11872,대치프라이드제이어학원,0.0
11873,대치플라즈마학원,0.0
11874,대치플투스2관학원,0.0
11875,대치플투스학원,0.0
11876,대치피아노교습소,0.0
11877,대치피엘학원,0.0
11878,대치필학원,0.0
11879,대치하나영어교습소,0.0
11880,대치한뜻음악학원,0.0
11881,대치한우리독서토론논술교습소,0.0
11882,대치한울수학학원,0.0
11883,대치해강학원,0.0
11884,대치해냄학원,0.0
11885,대치해법중국어교습소,0.0
11886,대치현수학교습소,0.0
11887,대치현탑학원,0.0
11888,대치혜성학원,0.0
11889,대치휘튼학원,0.0
11890,대한논리청담논술교습소,0.0
11891,대현학원,0.0
11892,대훈영어교습소,0.0
11893,대훈학원,0.0
11894,더(The)강한학원,0.0
11895,더(THE)틴트미술학원,0.0
11896,더감동미술학원,0.0
11897,더과학교습소,0.0
11898,더그리미(the 그리미)미술교습소,0.0
11899,더끌림미술학원,0.0
11900,더끌림아트미술학원,0.0
11901,더루트수학교습소,0.0
11902,더뮤즈음악원음악교습소,0.0
11903,더바이올리니스트음악학원,0.0
11904,더베스트(THE BEST MATH)수학교습소,0.0
11905,더브리에수학교습소,0.0
11906,더블유프렙어학원,0.0
11907,더서울(THESEOUL)국제화교습소,0.0
11908,더쌤수학교습소,0.0
11909,더아이노블강남본원어학원,0.0
11910,더엠영어교습소,0.0
11911,더올림수학교습소,0.0
11912,더원학원,0.0
11913,더웨이영어교습소,0.0
11914,더자람사고력수학교습소,0.0
11915,더자람종합학원,0.0
11916,더코어패러다임학원,0.0
11917,더킹고등수학전문학원,0.0
11918,더탑학원,0.0
11919,더포트폴리오유학미술학원,0.0
11920,더프라임수학학원,0.0
11921,더프린키피아영재교육아카데미학원,0.0
11922,더피아노스튜디오피아노교습소,0.0
11923,더함한국화학원,0.0
11924,더힐링수학교습소,0.0
11925,덕스어학원,0.0
11926,데시앙포레해법수학교습소,0.0
11927,델타수학학원,0.0
11928,델탑수학학원,0.0
11929,델포이영어교습소,0.0
11930,도곡렉슬예랑미술학원,0.0
11931,도곡미술교습소,0.0
11932,도곡스토리피아노교습소,0.0
11933,도곡시매쓰보습학원,0.0
11934,도곡프렌즈미술교습소,0.0
11935,도곡한탑학원,0.0
11936,도담도담(책과노니는곳)독서논술교습소,0.0
11937,도민서당한문교습소,0.0
11938,도성해법수학교습소,0.0
11939,도어즈연극영화연출아카데미학원,0.0
11940,도화2관미술학원,0.0
11941,도화선한국화미술학원,0.0
11942,독서테라피리드인독서논술교습소,0.0
11943,독서하브루타논술교습소,0.0
11944,독수리수학전문학원,0.0
11945,독일기타교습소,0.0
11946,독해로독서를꽃피우다국어교습소,0.0
11947,돋을볕국어교습소,0.0
11948,돌파수학2관학원,0.0
11949,돌파수학학원,0.0
11950,동경일본어교습소,0.0
11951,동아수학교습소,0.0
11952,동현음악학원,0.0
11953,두각S관학원,0.0
11954,두각다비치관학원,0.0
11955,두각다율관학원,0.0
11956,두각대성세림관학원,0.0
11957,두각미소관학원,0.0
11958,두각본관학원,0.0
11959,두각비전관학원,0.0
11960,두각성지관학원,0.0
11961,두각세림관학원,0.0
11962,두각우전관학원,0.0
11963,두각탑학원,0.0
11964,두각하늘관학원,0.0
11965,두뇌로영재수학학원,0.0
11966,두다국어학원,0.0
11967,두다디음악학원,0.0
11968,두들펀(Doodle fun)미술학원,0.0
11969,두사이언스학원,0.0
11970,두사이언스화학교습소,0.0
11971,두원국어교습소,0.0
11972,두원수학교습소,0.0
11973,듀크어학원,0.0
11974,드림에듀케이션학원,0.0
11975,드림에듀학원,0.0
11976,드림피아노교습소,0.0
11977,드림하이본원학원,0.0
11978,드림하이수학교습소,0.0
11979,디딤국어교습소,0.0
11980,디레이블국제화교습소,0.0
11981,디비니티에듀보습학원,0.0
11982,디스토리(D-STORY)학원,0.0
11983,디스토리주니어(D-STORYjunior)학원,0.0
11984,디스토리중등학원,0.0
11985,디아이파트너즈학원,0.0
11986,디아주수학학원,0.0
11987,디앤디학원,0.0
11988,디와이비최선어학원,0.0
11989,디와이에스강인학원,0.0
11990,디자인고흐본관미술학원,0.0
11991,디자인고흐신관미술학원,0.0
11992,디자인더끌림미술학원,0.0
11993,디자인분더미술교습소,0.0
11994,디자인하다미술학원,0.0
11995,디케이(DK)수학학원,0.0
11996,디파인수학전문학원,0.0
11997,따뜻한수학교습소,0.0
11998,따뜻한영어교습소,0.0
11999,띵킹(Think-Eng)어학원,0.0
12000,라도라음악학원,0.0
12001,라드유학미술교습소,0.0
12002,라라뮤직(LALA MUSIC)음악교습소,0.0
12003,라라자람음악학원,0.0
12004,라라잼바이올린교습소,0.0
12005,라무지카음악교습소,0.0
12006,라미학원,0.0
12007,라벨피아노교습소,0.0
12008,라시엘아트미술교습소,0.0
12009,라온논술교습소,0.0
12010,라온영어교습소,0.0
12011,라윤이욱재프랑스어교습소,0.0
12012,라임영어교습소,0.0
12013,라임음악교습소,0.0
12014,라즈원격교습학원,0.0
12015,라플라스수학챌린지관학원,0.0
12016,라플라스수학학원,0.0
12017,라플라스어드벤스관수학학원,0.0
12018,라하잉글리시에이블수학바른국어학원,0.0
12019,라하잉글리시율현영어교습소,0.0
12020,란피아노교습소,0.0
12021,람아트학원,0.0
12022,랩미술학원,0.0
12023,랭귀지윌학원,0.0
12024,러닝압구정어학학원,0.0
12025,러닝포리스트(Learning Forest)학원,0.0
12026,러셀대치2관학원,0.0
12027,러셀대치3관학원,0.0
12028,러셀대치학원,0.0
12029,런앤리드영어교습소,0.0
12030,레드매쓰수학학원,0.0
12031,레몬트리영어교습소,0.0
12032,레베라어학원,0.0
12033,레벨업아카데미학원,0.0
12034,레어랩영어교습소,0.0
12035,렉스김어학원,0.0
12036,렉스피아노스튜디오(Rex Piano Studio)피아노교습소,0.0
12037,로고스제4관학원,0.0
12038,로고스학원,0.0
12039,로두스3관보습학원,0.0
12040,로드맵어학원,0.0
12041,로드맵학원,0.0
12042,로보로보로봇과학학원,0.0
12043,로사피아노교습소,0.0
12044,로앤장수학교습소,0.0
12045,로얄블루유학미술학원,0.0
12046,로얄아이비학원,0.0
12047,로이스지피에이(Roy`s GPA)학원,0.0
12048,로제타스톤영어교실교습소,0.0
12049,루멘학원,0.0
12050,루산보습학원,0.0
12051,루체테글로벌캠퍼스학원,0.0
12052,룩미술교습소,0.0
12053,룩스미아(Luxmea)수학교습소,0.0
12054,룩스피아노교습소,0.0
12055,류금화영어문법영어교습소,0.0
12056,류샘중국어교습소,0.0
12057,류쌤논술교습소,0.0
12058,류융휘수학교습소,0.0
12059,류지혜국어논술학원,0.0
12060,르팔레트미술학원,0.0
12061,르헤브스쿨오브아트유학미술학원,0.0
12062,리더스교육어학원,0.0
12063,리더스논술교습소,0.0
12064,리더스아카데미어학원,0.0
12065,리더스어학원,0.0
12066,리더스에듀보습학원,0.0
12067,리더스영어교습소,0.0
12068,리드101개포구룡학원,0.0
12069,리드101대치영어학원,0.0
12070,리드101도곡영어학원,0.0
12071,리드101삼성영어학원,0.0
12072,리드101압구정영어학원,0.0
12073,리드101자곡영어학원,0.0
12074,리드아카데미학원,0.0
12075,리드인대치은마센터독서중심국어교습소,0.0
12076,리드인독서중심국어교습소,0.0
12077,리드인역삼독서논술교습소,0.0
12078,리드인유주코칭국어학원,0.0
12079,리드홀릭학원,0.0
12080,리든어학원,0.0
